problem planner-seedless path-length-numfin path-length-finmean python-totaltime-numfin python-totaltime-finmean
herbbin2 lemur-fcl-wrc-0.01,0.99,0 50 6.390760775380001 50 4.162474317551
herbbin2 lemur-fcl-wrc-0.10,0.90,0 50 5.613827173589 50 4.447198948861
herbbin2 lemur-fcl-wrc-0.20,0.80,0 50 5.319787829011601 50 4.719231181145001
herbbin2 lemur-fcl-wrc-0.30,0.70,0 50 5.223234957422601 50 4.7617971944822015
herbbin2 lemur-fcl-wrc-0.40,0.60,0 50 5.1862259135464 50 5.188514776232001
herbbin2 lemur-fcl-wrc-0.50,0.50,0 50 5.176061670247 50 5.012347774503
herbbin2 lemur-fcl-wrc-0.60,0.40,0 50 5.172664100865201 50 5.255708627702202
herbbin2 lemur-fcl-wrc-0.70,0.30,0 50 5.169982087700601 50 5.338670172694199
herbbin2 lemur-fcl-wrc-0.80,0.20,0 50 5.1699693058296 50 5.406570982932999
herbbin2 lemur-fcl-wrc-0.90,0.10,0 50 5.1666391067738004 50 5.674419488906
herbbin2 lemur-fcl-wrc-1.00,0.00,0 50 5.1659529993642 50 5.569309716225802
