lambda-u utility-finmean utility-stderrfinmean best-param best-planner
0.0 4.789904240000001 0.23675630556691468 10.0 rrtconnect-default-sc10.00
0.1 5.985515944275785 0.28190102046794674 2.5 rrtconnect-default-sc02.50
0.2 7.006452648551568 0.4474627903485171 1.6 rrtconnect-default-sc01.60
0.3 7.992384032827351 0.6453187936764129 1.6 rrtconnect-default-sc01.60
0.4 8.978315417103136 0.8573068538523121 1.6 rrtconnect-default-sc01.60
0.5 9.941735061378921 1.1021292931807154 1.0 rrtconnect-default-sc01.00
0.6 10.812168793654703 1.3152943804080537 1.0 rrtconnect-default-sc01.00
0.7 11.778251341930488 1.5750757987539485 0.63 rrtconnect-default-sc00.63
0.8 12.493468802206273 1.777859065504197 0.63 rrtconnect-default-sc00.63
0.9 13.186619018482059 2.0086039093121277 0.25 rrtconnect-default-sc00.25
1.0 13.29390372275784 2.1897576367171796 0.0 rrtconnect-default-sc00.00
