lambda-u utility-finmean-conloop
0.0 4.590313606530131
0.1 4.2290147257243875
0.2 3.8623339929047598
0.3 3.4970233623542746
0.4 3.131868401882353
0.5 2.757172494265569
0.6 2.3827730341945244
0.7 2.046808167478618
0.8 1.6264442475126897
0.9 1.176930609617154
1.0 0.6528604451597045
1.0 0.6067134913028555
0.9 1.0702954958317898
0.8 1.4792709891341747
0.7 1.868866790725138
0.6 2.1985308711471325
0.5 2.5545137853262125
0.4 2.910200251959549
0.3 3.263873816133103
0.2 3.6121697120705605
0.1 3.9620825066589993
0.0 4.306324848907066
